Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Label
192.168.10.19-192.168.10.51-39212-80-6,192.168.10.19,39212,192.168.10.51,80,6,09/09/2026 09:20:40,1215,5,3,100,231,100,0,20,40.0,231,0,77,108.89,272432.23,6584.46,173.6,118.3,433.0,88.2,1215.0,303.7,225.3,682.1,92.0,783.0,391.5,41.5,433.0,350.0,1,1,0,0,168,104,4115.29,2469.17,0,231,41.38,78.79,6208.23,1,2,0,2,7,0,0,0,0.6,41.38,20.0,77.0,5,100,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-39212-6,192.168.10.51,80,192.168.10.19,39212,6,09/09/2026 09:20:40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-50080-80-6,192.168.10.17,50080,192.168.10.51,80,6,09/09/2026 09:20:40,1156,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,274199.7,6919.87,165.2,91.4,318.1,75.1,1156.1,289.0,150.2,501.2,77.0,690.0,345.0,26.9,371.9,318.1,1,1,0,0,168,104,4324.92,2594.95,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-50080-6,192.168.10.51,80,192.168.10.17,50080,6,09/09/2026 09:20:40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-50096-80-6,192.168.10.17,50096,192.168.10.51,80,6,09/09/2026 09:20:41,1409,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,225011.74,5678.53,201.3,111.8,442.0,116.8,1408.8,352.2,223.3,727.9,143.1,866.2,433.1,8.9,442.0,424.1,1,1,0,0,168,104,3549.08,2129.45,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-50096-6,192.168.10.51,80,192.168.10.17,50096,6,09/09/2026 09:20:41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34708-80-6,192.168.10.25,34708,192.168.10.51,80,6,09/09/2026 09:20:41,1844,5,3,165,231,165,0,33,66.0,231,0,77,108.89,214758.78,4338.56,263.4,167.4,552.9,102.0,1843.9,461.0,249.1,834.0,140.0,933.9,466.9,85.9,552.9,381.0,1,1,0,0,168,104,2711.6,1626.96,0,231,49.5,87.31,7623.0,1,2,0,2,7,0,0,0,0.6,49.5,33.0,77.0,5,165,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34708-6,192.168.10.51,80,192.168.10.25,34708,6,09/09/2026 09:20:41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34712-80-6,192.168.10.25,34712,192.168.10.51,80,6,09/09/2026 09:20:41,1301,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,235963.23,6148.88,185.9,109.2,420.1,85.1,1301.1,325.3,172.4,611.1,148.8,797.0,398.5,21.6,420.1,376.9,1,1,0,0,168,104,3843.05,2305.83,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34712-6,192.168.10.51,80,192.168.10.25,34712,6,09/09/2026 09:20:41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34728-80-6,192.168.10.25,34728,192.168.10.51,80,6,09/09/2026 09:20:42,2214,5,3,91,231,91,0,18.2,36.4,231,0,77,108.89,145441.08,3613.44,316.3,306.8,1025.9,1.0,2214.0,553.5,549.0,1457.0,1.0,1595.0,797.5,228.4,1025.9,569.1,1,1,0,0,168,104,2258.4,1355.04,0,231,40.25,78.01,6085.19,1,2,0,2,7,0,0,0,0.6,40.25,18.2,77.0,5,91,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34728-6,192.168.10.51,80,192.168.10.25,34728,6,09/09/2026 09:20:42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-49824-22-6,192.168.10.19,49824,192.168.10.51,22,6,09/09/2026 09:20:42,402375,22,20,3503,4051,1536,0,159.23,389.25,1532,0,202.55,404.93,18773.53,104.38,9814.0,17753.9,61622.9,16.0,402375.0,19160.7,30129.4,102927.0,16.0,401851.9,21150.1,30697.2,109597.9,42.2,12,13,0,0,712,648,54.68,49.7,0,1536,179.86,397.38,157910.5,1,2,0,25,41,0,0,0,0.91,179.86,159.23,202.55,22,3503,20,4051,64240,65160,12,40,BENIGN
192.168.10.51-192.168.10.19-22-49824-6,192.168.10.51,22,192.168.10.19,49824,6,09/09/2026 09:20:43,8682,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,230.36,8682.0,0.0,8682.0,8682.0,8682.0,8682.0,0.0,8682.0,8682.0,0,0,0,0,0,0,0,0,0,64,0,230.36,0.0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,2,0,0,0,486,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34730-80-6,192.168.10.25,34730,192.168.10.51,80,6,09/09/2026 09:20:43,1511,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,203195.73,5295.0,215.8,121.5,433.0,97.0,1510.9,377.7,190.9,675.0,144.0,793.9,397.0,36.0,433.0,361.0,1,1,0,0,168,104,3309.38,1985.63,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34730-6,192.168.10.51,80,192.168.10.25,34730,6,09/09/2026 09:20:43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-50106-80-6,192.168.10.17,50106,192.168.10.51,80,6,09/09/2026 09:20:45,1314,5,3,164,231,164,0,32.8,65.6,231,0,77,108.89,300626.04,6088.63,187.7,117.2,432.0,72.0,1313.9,328.5,170.4,613.0,160.9,824.9,412.5,19.6,432.0,392.9,1,1,0,0,168,104,3805.39,2283.24,0,231,49.38,87.14,7594.23,1,2,0,2,7,0,0,0,0.6,49.38,32.8,77.0,5,164,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-50106-6,192.168.10.51,80,192.168.10.17,50106,6,09/09/2026 09:20:45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-37632-80-6,192.168.10.19,37632,192.168.10.51,80,6,09/09/2026 09:20:45,1327,5,3,101,231,101,0,20.2,40.4,231,0,77,108.89,250181.27,6028.46,189.6,121.9,451.1,100.9,1327.0,331.8,205.2,665.9,106.1,766.0,383.0,68.1,451.1,315.0,1,1,0,0,168,104,3767.79,2260.67,0,231,41.5,78.89,6223.0,1,2,0,2,7,0,0,0,0.6,41.5,20.2,77.0,5,101,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-37632-6,192.168.10.51,80,192.168.10.19,37632,6,09/09/2026 09:20:45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-50118-80-6,192.168.10.17,50118,192.168.10.51,80,6,09/09/2026 09:20:46,1309,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,242140.66,6110.81,187.0,117.6,433.9,61.0,1309.2,327.3,151.4,586.0,202.9,837.8,418.9,15.0,433.9,403.9,1,1,0,0,168,104,3819.25,2291.55,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-50118-6,192.168.10.51,80,192.168.10.17,50118,6,09/09/2026 09:20:46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-37636-80-6,192.168.10.19,37636,192.168.10.51,80,6,09/09/2026 09:20:49,1284,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,239073.77,6229.94,183.4,116.8,420.8,14.1,1284.1,321.0,248.9,675.9,14.1,819.9,410.0,10.8,420.8,399.1,1,1,0,0,168,104,3893.71,2336.23,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-37636-6,192.168.10.51,80,192.168.10.19,37636,6,09/09/2026 09:20:49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-37640-80-6,192.168.10.19,37640,192.168.10.51,80,6,09/09/2026 09:20:49,1384,5,3,164,231,164,0,32.8,65.6,231,0,77,108.89,285400.53,5780.26,197.7,167.6,582.0,49.1,1384.0,346.0,225.6,726.0,143.1,905.0,452.5,129.5,582.0,323.1,1,1,0,0,168,104,3612.66,2167.6,0,231,49.38,87.14,7594.23,1,2,0,2,7,0,0,0,0.6,49.38,32.8,77.0,5,164,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-37640-6,192.168.10.51,80,192.168.10.19,37640,6,09/09/2026 09:20:49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-53320-22-6,192.168.10.17,53320,192.168.10.51,22,6,09/09/2026 09:20:49,386991,22,20,3503,4051,1536,0,159.23,389.25,1532,0,202.55,404.93,19519.83,108.53,9438.8,16830.2,56441.1,26.0,386991.0,18428.1,28389.4,97485.1,26.0,386611.0,20347.9,29592.9,107556.8,73.0,12,13,0,0,712,648,56.85,51.68,0,1536,179.86,397.38,157910.5,1,2,0,25,41,0,0,0,0.91,179.86,159.23,202.55,22,3503,20,4051,64240,65160,12,40,BENIGN
192.168.10.51-192.168.10.17-22-53320-6,192.168.10.51,22,192.168.10.17,53320,6,09/09/2026 09:20:50,8580,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,233.1,8580.0,0.0,8580.0,8580.0,8580.0,8580.0,0.0,8580.0,8580.0,0,0,0,0,0,0,0,0,0,64,0,233.1,0.0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,2,0,0,0,486,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34744-80-6,192.168.10.25,34744,192.168.10.51,80,6,09/09/2026 09:20:50,1420,5,3,93,436,93,0,18.6,37.2,436,0,145.33,205.53,372592.24,5634.67,202.8,129.0,496.9,98.2,1419.8,354.9,219.2,716.2,129.9,896.0,448.0,48.9,496.9,399.1,1,1,0,0,168,104,3521.67,2113.0,0,436,66.12,143.08,20470.61,1,2,0,2,7,0,0,0,0.6,66.12,18.6,145.33,5,93,3,436,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34744-6,192.168.10.51,80,192.168.10.25,34744,6,09/09/2026 09:20:50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34748-80-6,192.168.10.25,34748,192.168.10.51,80,6,09/09/2026 09:20:50,1265,5,3,164,231,164,0,32.8,65.6,231,0,77,108.89,312240.87,6323.87,180.7,117.9,441.1,83.0,1265.0,316.3,219.3,679.0,91.1,774.1,387.1,54.0,441.1,333.1,1,1,0,0,168,104,3952.42,2371.45,0,231,49.38,87.14,7594.23,1,2,0,2,7,0,0,0,0.6,49.38,32.8,77.0,5,164,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34748-6,192.168.10.51,80,192.168.10.25,34748,6,09/09/2026 09:20:50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-37642-80-6,192.168.10.19,37642,192.168.10.51,80,6,09/09/2026 09:20:51,1408,5,3,100,231,100,0,20,40.0,231,0,77,108.89,235068.51,5681.41,201.2,147.8,490.0,76.1,1408.1,352.0,221.9,676.9,86.1,770.8,385.4,104.5,490.0,280.9,1,1,0,0,168,104,3550.88,2130.53,0,231,41.38,78.79,6208.23,1,2,0,2,7,0,0,0,0.6,41.38,20.0,77.0,5,100,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-37642-6,192.168.10.51,80,192.168.10.19,37642,6,09/09/2026 09:20:51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-37665-53-17,192.168.10.17,37665,192.168.10.51,53,17,09/09/2026 08:58:59,362,1,1,33,65,33,33,33,0,65,65,65,0,270778.52,5526.09,361.9,0.0,361.9,361.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2763.05,2763.05,33,65,49,16.0,256.0,0,0,0,0,0,0,0,0,1.0,49.0,33.0,65.0,1,33,1,65,-1,-1,1,8,BENIGN
192.168.10.17-192.168.10.51-50650-80-6,192.168.10.17,50650,192.168.10.51,80,6,09/09/2026 09:20:53,1219,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,251887.97,6563.86,174.1,144.2,494.0,55.1,1218.8,304.7,198.8,635.9,106.1,727.2,363.6,130.4,494.0,233.2,1,1,0,0,168,104,4102.41,2461.45,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-50650-6,192.168.10.51,80,192.168.10.17,50650,6,09/09/2026 09:20:53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-47742-80-6,192.168.10.25,47742,192.168.10.51,80,6,09/09/2026 09:20:53,1362,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,232731.38,5873.35,194.6,117.8,413.2,72.0,1362.1,340.5,195.0,600.1,81.1,751.0,375.5,37.7,413.2,337.8,1,1,0,0,168,104,3670.84,2202.51,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-47742-6,192.168.10.51,80,192.168.10.25,47742,6,09/09/2026 09:20:53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-38306-61170-6,192.168.10.19,38306,192.168.10.51,61170,6,09/09/2026 09:20:54,795,2,3,0,5,0,0,0,0.0,5,0,1.67,2.36,6288.31,6288.31,198.8,230.3,593.9,33.1,168.1,168.1,0.0,168.1,168.1,745.1,372.5,339.4,711.9,33.1,0,1,0,0,72,104,2515.32,3772.99,0,5,1,2.0,4.0,1,2,0,1,4,0,0,0,1.5,1.0,0.0,1.67,2,0,3,5,64240,65160,0,40,BENIGN
192.168.10.19-192.168.10.51-38306-61170-6,192.168.10.19,38306,192.168.10.51,61170,6,09/09/2026 09:20:54,191,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10472.67,191.0,0.0,191.0,191.0,191.0,191.0,0.0,191.0,191.0,0,0,0,0,0,0,0,0,0,64,0,10472.67,0.0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,2,0,0,0,502,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-39472-21-6,192.168.10.19,39472,192.168.10.51,21,6,09/09/2026 09:20:53,89374,12,15,78,308,16,0,6.5,5.53,62,0,20.53,19.52,4318.93,302.1,3437.5,11022.0,41908.0,1.0,89305.2,8118.7,23830.7,83432.9,112.1,89196.0,6371.1,14417.7,41908.0,1.0,8,10,0,0,392,488,134.27,167.83,0,62,14.3,16.55,273.91,1,2,0,18,26,0,0,0,1.25,14.3,6.5,20.53,12,78,15,308,64240,65160,8,40,BENIGN
192.168.10.19-192.168.10.51-39472-21-6,192.168.10.19,39472,192.168.10.51,21,6,09/09/2026 09:20:54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,502,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-47746-80-6,192.168.10.25,47746,192.168.10.51,80,6,09/09/2026 09:20:55,1431,5,3,101,231,101,0,20.2,40.4,231,0,77,108.89,232007.49,5590.54,204.4,134.2,460.9,78.9,1431.0,357.7,225.9,671.1,78.9,766.0,383.0,77.8,460.9,305.2,1,1,0,0,168,104,3494.09,2096.45,0,231,41.5,78.89,6223.0,1,2,0,2,7,0,0,0,0.6,41.5,20.2,77.0,5,101,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-47746-6,192.168.10.51,80,192.168.10.25,47746,6,09/09/2026 09:20:55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-50662-80-6,192.168.10.17,50662,192.168.10.51,80,6,09/09/2026 09:20:56,1440,5,3,165,231,165,0,33,66.0,231,0,77,108.89,275036.33,5556.29,205.7,130.1,492.1,106.8,1439.8,360.0,229.3,733.9,110.1,865.0,432.5,59.6,492.1,372.9,1,1,0,0,168,104,3472.68,2083.61,0,231,49.5,87.31,7623.0,1,2,0,2,7,0,0,0,0.6,49.5,33.0,77.0,5,165,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-50662-6,192.168.10.51,80,192.168.10.17,50662,6,09/09/2026 09:20:56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-59844-80-6,192.168.10.19,59844,192.168.10.51,80,6,09/09/2026 09:20:57,1258,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,252008.03,6359.82,179.7,137.3,474.9,47.0,1257.9,314.5,204.5,643.0,84.9,758.9,379.4,95.5,474.9,284.0,1,1,0,0,168,104,3974.89,2384.93,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-59844-6,192.168.10.51,80,192.168.10.19,59844,6,09/09/2026 09:20:57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-40642-80-6,192.168.10.17,40642,192.168.10.51,80,6,09/09/2026 09:20:57,1336,5,3,91,231,91,0,18.2,36.4,231,0,77,108.89,241000.34,5987.59,190.9,116.2,439.2,79.9,1336.1,334.0,175.8,633.0,181.0,788.0,394.0,45.2,439.2,348.8,1,1,0,0,168,104,3742.24,2245.34,0,231,40.25,78.01,6085.19,1,2,0,2,7,0,0,0,0.6,40.25,18.2,77.0,5,91,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-40642-6,192.168.10.51,80,192.168.10.17,40642,6,09/09/2026 09:20:57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-40654-80-6,192.168.10.17,40654,192.168.10.51,80,6,09/09/2026 09:20:57,1310,5,3,165,231,165,0,33,66.0,231,0,77,108.89,302319.69,6107.47,187.1,121.6,462.1,93.9,1309.9,327.5,212.8,679.0,107.0,822.1,411.0,51.0,462.1,360.0,1,1,0,0,168,104,3817.17,2290.3,0,231,49.5,87.31,7623.0,1,2,0,2,7,0,0,0,0.6,49.5,33.0,77.0,5,165,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-40654-6,192.168.10.51,80,192.168.10.17,40654,6,09/09/2026 09:20:57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-47758-80-6,192.168.10.25,47758,192.168.10.51,80,6,09/09/2026 09:20:58,1252,5,3,101,231,101,0,20.2,40.4,231,0,77,108.89,265189.28,6390.1,178.8,108.5,411.0,77.0,1251.9,313.0,198.2,614.9,77.0,711.0,355.5,55.6,411.0,299.9,1,1,0,0,168,104,3993.81,2396.29,0,231,41.5,78.89,6223.0,1,2,0,2,7,0,0,0,0.6,41.5,20.2,77.0,5,101,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-47758-6,192.168.10.51,80,192.168.10.25,47758,6,09/09/2026 09:20:58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-47760-80-6,192.168.10.25,47760,192.168.10.51,80,6,09/09/2026 09:20:59,1277,5,3,92,231,92,0,18.4,36.8,231,0,77,108.89,252942.53,6264.83,182.4,134.7,465.9,40.1,1277.0,319.2,186.2,606.1,86.1,809.0,404.5,61.4,465.9,343.1,1,1,0,0,168,104,3915.52,2349.31,0,231,40.38,78.09,6097.98,1,2,0,2,7,0,0,0,0.6,40.38,18.4,77.0,5,92,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-47760-6,192.168.10.51,80,192.168.10.25,47760,6,09/09/2026 09:20:59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-40670-80-6,192.168.10.17,40670,192.168.10.51,80,6,09/09/2026 09:20:59,1141,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,269045.41,7010.96,163.0,80.1,303.0,35.8,1141.1,285.3,161.3,541.0,101.8,736.2,368.1,65.1,433.2,303.0,1,1,0,0,168,104,4381.85,2629.11,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
